Year,GeoAreaName,Activity,Value
2003,Romania,ISIC4_C10T32X19,19.69
2003,Romania,TOTAL,95.32
2004,Romania,TOTAL,92.2
2004,Romania,ISIC4_C10T32X19,19.92
2005,Romania,ISIC4_C10T32X19,19.95
2005,Romania,TOTAL,91.33
2003,Germany,ISIC4_C10T32X19,97.62
2003,Germany,TOTAL,820.69
2004,Germany,TOTAL,804.63
2004,Germany,ISIC4_C10T32X19,95.66
2005,Germany,ISIC4_C10T32X19,93.9
2005,Germany,TOTAL,786.93
2006,Germany,TOTAL,798.68
2006,Germany,ISIC4_C10T32X19,95.95
2007,Germany,TOTAL,767.02
2007,Germany,ISIC4_C10T32X19,95.29
2008,Germany,TOTAL,773.89
2006,Romania,TOTAL,95.42
2006,Romania,ISIC4_C10T32X19,18.15
2007,Romania,TOTAL,92.56
2007,Romania,ISIC4_C10T32X19,17.55
2008,Romania,TOTAL,91.22
2008,Romania,ISIC4_C10T32X19,16.99
2009,Romania,ISIC4_C10T32X19,11.6
2009,Romania,TOTAL,77.57
2010,Romania,TOTAL,74.79
2010,Romania,ISIC4_C10T32X19,11.82
2011,Romania,ISIC4_C10T32X19,12.16
2011,Romania,TOTAL,80.92
2012,Romania,TOTAL,78.64
2012,Romania,ISIC4_C10T32X19,12.04
2013,Romania,ISIC4_C10T32X19,11.34
2013,Romania,TOTAL,69.35
2014,Romania,TOTAL,68.52
2014,Romania,ISIC4_C10T32X19,11.53
2015,Romania,ISIC4_C10T32X19,11.44
2015,Romania,TOTAL,69.92
2016,Romania,TOTAL,68.37
2016,Romania,ISIC4_C10T32X19,10.8
2008,Germany,ISIC4_C10T32X19,98.89
2009,Germany,ISIC4_C10T32X19,86.18
2009,Germany,TOTAL,720.18
2010,Germany,TOTAL,758.85
2010,Germany,ISIC4_C10T32X19,96.44
2011,Germany,ISIC4_C10T32X19,95.35
2011,Germany,TOTAL,731.24
2012,Germany,TOTAL,745.14
2012,Germany,ISIC4_C10T32X19,92.47
2013,Germany,ISIC4_C10T32X19,92.07
2013,Germany,TOTAL,763.65
2014,Germany,TOTAL,723.11
2014,Germany,ISIC4_C10T32X19,89.44
2015,Germany,ISIC4_C10T32X19,93.36
2015,Germany,TOTAL,729.68
2016,Germany,TOTAL,734.49
2016,Germany,ISIC4_C10T32X19,91.41
2017,Germany,ISIC4_C10T32X19,93.32
2017,Germany,TOTAL,718.79
2018,Germany,TOTAL,694.54
2018,Germany,ISIC4_C10T32X19,92.43
2019,Germany,ISIC4_C10T32X19,87.24
2019,Germany,TOTAL,645.4
2020,Germany,TOTAL,589.99
2020,Germany,ISIC4_C10T32X19,84.75
2000,Greece,TOTAL,87.92
2000,Greece,ISIC4_C10T32X19,9.36
2001,Greece,ISIC4_C10T32X19,9.5
2001,Greece,TOTAL,90.04
2002,Greece,TOTAL,90.28
2002,Greece,ISIC4_C10T32X19,9.02
2003,Greece,ISIC4_C10T32X19,8.77
2003,Greece,TOTAL,93.85
2004,Greece,TOTAL,93.48
2004,Greece,ISIC4_C10T32X19,8.11
2005,Greece,ISIC4_C10T32X19,7.98
2005,Greece,TOTAL,95.16
2006,Greece,TOTAL,94.1
2006,Greece,ISIC4_C10T32X19,8.29
2007,Greece,ISIC4_C10T32X19,9.52
2007,Greece,TOTAL,97.9
2008,Greece,TOTAL,94.35
2008,Greece,ISIC4_C10T32X19,7.89
2009,Greece,ISIC4_C10T32X19,5.82
2009,Greece,TOTAL,90.16
2010,Greece,TOTAL,83.37
2010,Greece,ISIC4_C10T32X19,6.13
2011,Greece,ISIC4_C10T32X19,5.41
2011,Greece,TOTAL,82.12
2012,Greece,ISIC4_C10T32X19,5.47
2012,Greece,TOTAL,76.99
2013,Greece,ISIC4_C10T32X19,5.16
2013,Greece,TOTAL,68.85
2014,Greece,TOTAL,65.73
2014,Greece,ISIC4_C10T32X19,5.32
2015,Greece,ISIC4_C10T32X19,5.67
2015,Greece,TOTAL,64.54
2016,Greece,TOTAL,63.08
2016,Greece,ISIC4_C10T32X19,5.86
2017,Greece,ISIC4_C10T32X19,4.63
2017,Greece,TOTAL,63.11
2018,Greece,TOTAL,61.6
2018,Greece,ISIC4_C10T32X19,4.45
2019,Greece,ISIC4_C10T32X19,4.13
2019,Greece,TOTAL,56.63
2020,Greece,TOTAL,48.02
2017,Romania,ISIC4_C10T32X19,10.95
2017,Romania,TOTAL,70.88
2018,Romania,TOTAL,71.66
2018,Romania,ISIC4_C10T32X19,11.68
2019,Romania,ISIC4_C10T32X19,11.91
2019,Romania,TOTAL,70.09
2020,Romania,TOTAL,64.73
2020,Romania,ISIC4_C10T32X19,12.31
2017,Azerbaijan,TOTAL,30.73
2018,Azerbaijan,TOTAL,31.27
2018,Azerbaijan,ISIC4_C10T32X19,1
2019,Azerbaijan,TOTAL,34.05
2019,Azerbaijan,ISIC4_C10T32X19,1.92
2020,Azerbaijan,TOTAL,32.93
2020,Azerbaijan,ISIC4_C10T32X19,2.89
2020,Greece,ISIC4_C10T32X19,3.85
2016,Uzbekistan,ISIC4_C10T32X19,10.46
2017,Uzbekistan,ISIC4_C10T32X19,11.59
2017,Uzbekistan,TOTAL,104.52
2018,Uzbekistan,TOTAL,107.58
2018,Uzbekistan,ISIC4_C10T32X19,10.62
2019,Uzbekistan,ISIC4_C10T32X19,12.71
2019,Uzbekistan,TOTAL,111.81
2020,Uzbekistan,TOTAL,109.6
2020,Uzbekistan,ISIC4_C10T32X19,11.33
2020,Uzbekistan,ISIC4_C10T32X19,11.33
